# cc-radar field sample
# firmware=v26.08.01 build=1785625163
# rtc=2026-08-01 23:58:35
# label=disturbance
# uptime_ms=3466602
# compass_cal_x=-1026 compass_cal_y=-1002 compass_cal_z=0 calibrated=1
# declination_deg=12.216 declination_valid=1
# h0=unknown
# zoom=3
# accel_enabled=1 accel_addr=0x6B gyro_enabled=0
# mag_scale_lsb_per_uT=120 accel_lsb_per_g=8192 gyro_lsb_per_dps=128
# nominal_rate_hz=10
# i2c_start_ops=35072 i2c_start_fails=10
ms,mx,my,mz,cx,cy,cz,h_mag,heading_mag,heading_true,ax,ay,az,gx,gy,gz,lat,lon,speed_kn,course,hdop,sats,fix_valid,zoom,mag_overflow,accel_valid,gyro_valid
3466661,-4715,-2232,-5420,-3689,-1230,-5420,3888.7,198.44,210.66,-2430,-3513,-6286,0,0,0,34.1355705,-118.1457097,1.45,166.93,1.53,16,1,3,0,1,0
3466761,-4845,-2217,-5317,-3819,-1215,-5317,4007.6,197.65,209.86,-1418,-2044,-8337,0,0,0,34.1355696,-118.1457091,1.67,162.20,1.53,16,1,3,0,1,0
3466861,-4977,-1957,-4847,-3951,-955,-4847,4064.8,193.59,205.80,-2254,-4500,-8029,0,0,0,34.1355684,-118.1457084,2.53,159.08,1.53,16,1,3,0,1,0
3466961,-5085,-1542,-4967,-4059,-540,-4967,4094.8,187.58,199.79,-1015,-2604,-6354,0,0,0,34.1355669,-118.1457080,2.53,162.46,1.53,16,1,3,0,1,0
3467061,-4860,-1165,-5320,-3834,-163,-5320,3837.5,182.43,194.65,858,-1365,-6389,0,0,0,34.1355648,-118.1457091,2.01,180.09,1.53,16,1,3,0,1,0
3467161,-4802,-1205,-5270,-3776,-203,-5270,3781.5,183.08,195.29,280,-2405,-5937,0,0,0,34.1355630,-118.1457099,1.84,186.61,1.53,16,1,3,0,1,0
3467261,-4807,-1507,-5330,-3781,-505,-5330,3814.6,187.61,199.82,-1279,-3135,-6886,0,0,0,34.1355616,-118.1457099,2.29,178.60,1.53,16,1,3,0,1,0
3467361,-4687,-1770,-5330,-3661,-768,-5330,3740.7,191.85,204.06,-1469,-3421,-8320,0,0,0,34.1355602,-118.1457100,2.41,170.90,1.53,16,1,3,0,1,0
3467461,-4672,-1715,-5567,-3646,-713,-5567,3715.1,191.06,203.28,235,-2685,-6288,0,0,0,34.1355589,-118.1457096,2.61,167.60,1.53,16,1,3,0,1,0
3467561,-4485,-1760,-5572,-3459,-758,-5572,3541.1,192.36,204.58,-1087,-1318,-5876,0,0,0,34.1355579,-118.1457100,2.29,168.85,1.51,17,1,3,0,1,0
