# cc-radar field sample
# firmware=v26.08.01 build=1785625163
# rtc=2026-08-01 23:59:40
# label=shake-100hz
# uptime_ms=3531501
# compass_cal_x=-1026 compass_cal_y=-1002 compass_cal_z=0 calibrated=1
# declination_deg=12.216 declination_valid=1
# h0=unknown
# zoom=3
# accel_enabled=1 accel_addr=0x6B gyro_enabled=1
# mag_scale_lsb_per_uT=120 accel_lsb_per_g=8192 gyro_lsb_per_dps=128
# nominal_rate_hz=100
# i2c_start_ops=38207 i2c_start_fails=12
ms,mx,my,mz,cx,cy,cz,h_mag,heading_mag,heading_true,ax,ay,az,gx,gy,gz,lat,lon,speed_kn,course,hdop,sats,fix_valid,zoom,mag_overflow,accel_valid,gyro_valid
3531516,-5627,-385,-3535,-4601,617,-3535,4642.2,172.36,184.58,19,-5674,-4584,-1298,531,-2375,34.1351584,-118.1457447,0.97,0.00,1.37,17,1,3,0,1,1
3531526,-5627,-385,-3535,-4601,617,-3535,4642.2,172.36,184.58,259,-5646,-4605,-980,680,-2042,34.1351584,-118.1457447,0.97,0.00,1.37,17,1,3,0,1,1
3531536,-5627,-385,-3535,-4601,617,-3535,4642.2,172.36,184.58,416,-5597,-4588,-712,645,-1704,34.1351584,-118.1457447,0.97,0.00,1.37,17,1,3,0,1,1
3531546,-5627,-385,-3535,-4601,617,-3535,4642.2,172.36,184.58,407,-5480,-4505,-236,439,-1088,34.1351584,-118.1457447,0.97,0.00,1.37,17,1,3,0,1,1
3531556,-5627,-385,-3535,-4601,617,-3535,4642.2,172.36,184.58,293,-5399,-4414,77,369,-792,34.1351584,-118.1457447,0.97,0.00,1.37,17,1,3,0,1,1
3531566,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,177,-5312,-4312,301,380,-656,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531576,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,84,-5253,-4218,271,348,-560,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531586,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,22,-5292,-4160,-285,281,-490,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531596,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,10,-5365,-4176,-623,221,-412,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531606,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,12,-5435,-4221,-846,148,-195,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531616,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,-8,-5504,-4283,-1013,159,17,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531626,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,-67,-5595,-4383,-1156,259,246,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531636,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,-108,-5577,-4452,-1059,331,480,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531646,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,-122,-5514,-4514,-782,466,627,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531656,-5812,-390,-3832,-4786,612,-3832,4825.0,172.71,184.93,-114,-5460,-4563,-535,583,548,34.1351578,-118.1457448,0.51,0.00,1.37,17,1,3,0,1,1
3531666,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,-56,-5462,-4631,-162,579,352,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531676,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,-3,-5526,-4654,75,517,354,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531686,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,16,-5612,-4641,40,362,432,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531696,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,6,-5670,-4616,-279,197,543,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531706,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,-11,-5647,-4640,-897,157,750,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531716,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,-26,-5595,-4715,-1225,251,826,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531726,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,-42,-5572,-4844,-1484,366,692,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531736,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,-58,-5607,-5002,-1723,534,351,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
3531746,-5830,-495,-3740,-4804,507,-3740,4830.7,173.98,186.19,-62,-5803,-5303,-1810,1032,-302,34.1351575,-118.1457448,0.67,0.00,1.37,17,1,3,0,1,1
