# cc-radar field sample
# firmware=v26.08.01 build=1785625163
# rtc=2026-08-02 00:04:46
# label=stand-still
# uptime_ms=3837950
# compass_cal_x=-1026 compass_cal_y=-1002 compass_cal_z=0 calibrated=1
# declination_deg=12.216 declination_valid=1
# h0=unknown
# zoom=3
# accel_enabled=1 accel_addr=0x6B gyro_enabled=0
# mag_scale_lsb_per_uT=120 accel_lsb_per_g=8192 gyro_lsb_per_dps=128
# nominal_rate_hz=10
# i2c_start_ops=59942 i2c_start_fails=20
ms,mx,my,mz,cx,cy,cz,h_mag,heading_mag,heading_true,ax,ay,az,gx,gy,gz,lat,lon,speed_kn,course,hdop,sats,fix_valid,zoom,mag_overflow,accel_valid,gyro_valid
3837961,-3932,-100,-6557,-2906,902,-6557,3042.8,162.76,174.97,58,-409,-7756,0,0,0,34.1335766,-118.1457322,0.40,0.00,1.27,19,1,3,0,1,0
3838061,-3997,-142,-6572,-2971,860,-6572,3093.0,163.86,176.07,79,-501,-7680,0,0,0,34.1335767,-118.1457320,0.40,0.00,1.27,19,1,3,0,1,0
3838161,-3997,-110,-6572,-2971,892,-6572,3102.0,163.29,175.50,226,-696,-7664,0,0,0,34.1335768,-118.1457317,0.33,0.00,1.27,19,1,3,0,1,0
3838261,-4007,-172,-6585,-2981,830,-6585,3094.4,164.44,176.66,-80,-542,-7594,0,0,0,34.1335770,-118.1457316,0.72,0.00,1.22,20,1,3,0,1,0
3838361,-4015,-162,-6605,-2989,840,-6605,3104.8,164.30,176.52,176,-523,-7465,0,0,0,34.1335768,-118.1457311,0.91,0.00,1.22,20,1,3,0,1,0
3838461,-3937,-142,-6637,-2911,860,-6637,3035.4,163.54,175.76,51,-507,-7716,0,0,0,34.1335771,-118.1457314,0.19,0.00,1.21,21,1,3,0,1,0
3838561,-3997,-182,-6600,-2971,820,-6600,3082.1,164.57,176.79,51,-551,-7683,0,0,0,34.1335771,-118.1457312,0.55,0.00,1.21,21,1,3,0,1,0
3838661,-3970,-172,-6617,-2944,830,-6617,3058.8,164.26,176.47,-7,-458,-7519,0,0,0,34.1335773,-118.1457309,0.65,0.00,1.21,21,1,3,0,1,0
3838761,-4025,-202,-6577,-2999,800,-6577,3103.9,165.06,177.28,9,-447,-7621,0,0,0,34.1335773,-118.1457306,0.57,0.00,1.21,21,1,3,0,1,0
3838861,-3927,-125,-6665,-2901,877,-6665,3030.7,163.18,175.40,99,-505,-7647,0,0,0,34.1335774,-118.1457303,0.50,0.00,1.21,21,1,3,0,1,0
